home_team,away_team,year,week,total_home_score,total_away_score
DEN,NYJ,2010,6,20.0,24.0
SF,LV,2010,6,17.0,9.0
LA,LAC,2010,6,20.0,17.0
CHI,SEA,2010,6,20.0,23.0
JAX,TEN,2010,6,3.0,30.0
SEA,ARI,2010,7,22.0,10.0
BAL,BUF,2010,7,37.0,34.0
ATL,CIN,2010,7,39.0,32.0
NO,CLE,2010,7,17.0,30.0
KC,JAX,2010,7,42.0,20.0
GB,MIN,2010,7,28.0,24.0
LAC,NE,2010,7,20.0,23.0
DAL,NYG,2010,7,35.0,41.0
DEN,LV,2010,7,14.0,59.0
TEN,PHI,2010,7,37.0,19.0
MIA,PIT,2010,7,22.0,23.0
CAR,SF,2010,7,23.0,20.0
TB,LA,2010,7,18.0,17.0
CHI,WAS,2010,7,14.0,17.0
KC,BUF,2010,8,13.0,10.0
LA,CAR,2010,8,20.0,10.0
SF,DEN,2010,8,24.0,16.0
NYJ,GB,2010,8,0.0,9.0
IND,HOU,2010,8,30.0,17.0
DAL,JAX,2010,8,17.0,35.0
CIN,MIA,2010,8,14.0,22.0
NE,MIN,2010,8,28.0,18.0
NO,PIT,2010,8,20.0,10.0
LV,SEA,2010,8,33.0,3.0
ARI,TB,2010,8,35.0,38.0
LAC,TEN,2010,8,33.0,25.0
DET,WAS,2010,8,37.0,25.0
MIN,ARI,2010,9,27.0,24.0
BUF,CHI,2010,9,19.0,22.0
GB,DAL,2010,9,45.0,7.0
PHI,IND,2010,9,26.0,24.0
LV,KC,2010,9,23.0,20.0
BAL,MIA,2010,9,26.0,10.0
CLE,NE,2010,9,34.0,14.0
CAR,NO,2010,9,3.0,34.0
SEA,NYG,2010,9,7.0,41.0
DET,NYJ,2010,9,20.0,23.0
CIN,PIT,2010,9,21.0,27.0
HOU,LAC,2010,9,23.0,29.0
ATL,TB,2010,9,27.0,21.0
ATL,BAL,2010,10,26.0,21.0
TB,CAR,2010,10,31.0,16.0
IND,CIN,2010,10,23.0,17.0
NYG,DAL,2010,10,20.0,33.0
BUF,DET,2010,10,14.0,12.0
JAX,HOU,2010,10,31.0,24.0
DEN,KC,2010,10,49.0,29.0
CHI,MIN,2010,10,27.0,13.0
PIT,NE,2010,10,26.0,39.0
CLE,NYJ,2010,10,20.0,26.0
WAS,PHI,2010,10,28.0,59.0
ARI,SEA,2010,10,18.0,36.0
SF,LA,2010,10,23.0,20.0
MIA,TEN,2010,10,29.0,17.0
KC,ARI,2010,11,31.0,13.0
LA,ATL,2010,11,17.0,34.0
CAR,BAL,2010,11,13.0,37.0
CIN,BUF,2010,11,31.0,49.0
MIA,CHI,2010,11,0.0,16.0
JAX,CLE,2010,11,24.0,20.0
LAC,DEN,2010,11,35.0,14.0
DAL,DET,2010,11,35.0,19.0
MIN,GB,2010,11,3.0,31.0
NYJ,HOU,2010,11,30.0,27.0
NE,IND,2010,11,31.0,28.0
PHI,NYG,2010,11,27.0,17.0
PIT,LV,2010,11,35.0,3.0
NO,SEA,2010,11,34.0,19.0
SF,TB,2010,11,0.0,21.0
TEN,WAS,2010,11,16.0,19.0
CLE,CAR,2010,12,24.0,23.0
NYJ,CIN,2010,12,26.0,10.0
ATL,GB,2010,12,20.0,17.0
NYG,JAX,2010,12,24.0,20.0
SEA,KC,2010,12,24.0,42.0
LV,MIA,2010,12,17.0,33.0
WAS,MIN,2010,12,13.0,17.0
DET,NE,2010,12,24.0,45.0
DAL,NO,2010,12,27.0,30.0
CHI,PHI,2010,12,31.0,26.0
BUF,PIT,2010,12,16.0,19.0
IND,LAC,2010,12,14.0,36.0
ARI,SF,2010,12,6.0,27.0
DEN,LA,2010,12,33.0,36.0
BAL,TB,2010,12,17.0,10.0
HOU,TEN,2010,12,20.0,0.0
TB,ATL,2010,13,24.0,28.0
MIN,BUF,2010,13,38.0,14.0
SEA,CAR,2010,13,31.0,14.0
DET,CHI,2010,13,20.0,24.0
MIA,CLE,2010,13,10.0,13.0
IND,DAL,2010,13,35.0,38.0
KC,DEN,2010,13,10.0,6.0
PHI,HOU,2010,13,34.0,24.0
TEN,JAX,2010,13,6.0,17.0
CIN,NO,2010,13,30.0,34.0
NE,NYJ,2010,13,45.0,3.0
LAC,LV,2010,13,13.0,28.0
BAL,PIT,2010,13,10.0,13.0
GB,SF,2010,13,34.0,16.0
ARI,LA,2010,13,6.0,19.0
NYG,WAS,2010,13,31.0,7.0
CAR,ATL,2010,14,10.0,31.0
HOU,BAL,2010,14,28.0,34.0
PIT,CIN,2010,14,23.0,7.0
BUF,CLE,2010,14,13.0,6.0
ARI,DEN,2010,14,43.0,13.0
DET,GB,2010,14,7.0,3.0
TEN,IND,2010,14,28.0,30.0
LAC,KC,2010,14,31.0,0.0
NYJ,MIA,2010,14,6.0,10.0
CHI,NE,2010,14,7.0,36.0
MIN,NYG,2010,14,3.0,21.0
JAX,LV,2010,14,38.0,31.0
DAL,PHI,2010,14,27.0,30.0
SF,SEA,2010,14,40.0,21.0
NO,LA,2010,14,31.0,13.0
WAS,TB,2010,14,16.0,17.0
CAR,ARI,2010,15,19.0,12.0
SEA,ATL,2010,15,18.0,34.0
MIA,BUF,2010,15,14.0,17.0
MIN,CHI,2010,15,14.0,40.0
CIN,CLE,2010,15,19.0,17.0
LV,DEN,2010,15,39.0,23.0
TB,DET,2010,15,20.0,23.0
NE,GB,2010,15,31.0,27.0
TEN,HOU,2010,15,31.0,17.0
IND,JAX,2010,15,34.0,24.0
LA,KC,2010,15,13.0,27.0
BAL,NO,2010,15,30.0,24.0
PIT,NYJ,2010,15,17.0,22.0
NYG,PHI,2010,15,31.0,38.0
LAC,SF,2010,15,34.0,7.0
DAL,WAS,2010,15,33.0,30.0
CLE,BAL,2010,16,10.0,20.0
PIT,CAR,2010,16,27.0,3.0
ARI,DAL,2010,16,27.0,26.0
MIA,DET,2010,16,27.0,34.0
DEN,HOU,2010,16,24.0,23.0
LV,IND,2010,16,26.0,31.0
PHI,MIN,2010,16,14.0,24.0
BUF,NE,2010,16,3.0,34.0
ATL,NO,2010,16,14.0,17.0
GB,NYG,2010,16,45.0,17.0
CHI,NYJ,2010,16,38.0,34.0
CIN,LAC,2010,16,34.0,20.0
TB,SEA,2010,16,38.0,15.0
LA,SF,2010,16,25.0,17.0
KC,TEN,2010,16,34.0,14.0
JAX,WAS,2010,16,17.0,20.0
SF,ARI,2010,17,38.0,7.0
NYJ,BUF,2010,17,38.0,7.0
ATL,CAR,2010,17,31.0,10.0
GB,CHI,2010,17,10.0,3.0
BAL,CIN,2010,17,13.0,7.0
PHI,DAL,2010,17,13.0,14.0
HOU,JAX,2010,17,34.0,17.0
NE,MIA,2010,17,38.0,7.0
DET,MIN,2010,17,20.0,13.0
WAS,NYG,2010,17,14.0,17.0
KC,LV,2010,17,10.0,31.0
CLE,PIT,2010,17,9.0,41.0
DEN,LAC,2010,17,28.0,33.0
SEA,LA,2010,17,16.0,6.0
NO,TB,2010,17,13.0,23.0
IND,TEN,2010,17,23.0,20.0
KC,BAL,2010,18,7.0,30.0
PHI,GB,2010,18,16.0,21.0
SEA,NO,2010,18,41.0,36.0
IND,NYJ,2010,18,16.0,17.0
PIT,BAL,2010,19,31.0,24.0
ATL,GB,2010,19,21.0,48.0
NE,NYJ,2010,19,21.0,28.0
CHI,SEA,2010,19,35.0,24.0
CHI,GB,2010,20,14.0,21.0
PIT,NYJ,2010,20,24.0,19.0
GB,PIT,2010,21,31.0,25.0
CHI,ATL,2011,1,30.0,12.0
KC,BUF,2011,1,7.0,41.0
ARI,CAR,2011,1,28.0,21.0
CLE,CIN,2011,1,17.0,27.0
NYJ,DAL,2011,1,27.0,24.0
TB,DET,2011,1,20.0,27.0
HOU,IND,2011,1,34.0,7.0
LAC,MIN,2011,1,24.0,17.0
MIA,NE,2011,1,24.0,38.0
GB,NO,2011,1,42.0,34.0
WAS,NYG,2011,1,28.0,14.0
DEN,LV,2011,1,20.0,23.0
LA,PHI,2011,1,13.0,31.0
BAL,PIT,2011,1,35.0,7.0
SF,SEA,2011,1,33.0,17.0
JAX,TEN,2011,1,16.0,14.0
WAS,ARI,2011,2,22.0,21.0
TEN,BAL,2011,2,26.0,13.0
NO,CHI,2011,2,30.0,13.0
DEN,CIN,2011,2,24.0,22.0
IND,CLE,2011,2,19.0,27.0
SF,DAL,2011,2,24.0,27.0
CAR,GB,2011,2,23.0,30.0
MIA,HOU,2011,2,13.0,23.0
NYJ,JAX,2011,2,32.0,3.0
DET,KC,2011,2,48.0,3.0
BUF,LV,2011,2,38.0,35.0
ATL,PHI,2011,2,35.0,31.0
NE,LAC,2011,2,35.0,21.0
PIT,SEA,2011,2,24.0,0.0
NYG,LA,2011,2,28.0,16.0
MIN,TB,2011,2,20.0,24.0
SEA,ARI,2011,3,13.0,10.0
TB,ATL,2011,3,16.0,13.0
LA,BAL,2011,3,7.0,37.0
TEN,DEN,2011,3,17.0,14.0
MIN,DET,2011,3,23.0,26.0
CHI,GB,2011,3,17.0,27.0
NO,HOU,2011,3,40.0,33.0
CAR,JAX,2011,3,16.0,10.0
LAC,KC,2011,3,20.0,17.0
CLE,MIA,2011,3,17.0,16.0
BUF,NE,2011,3,34.0,31.0
PHI,NYG,2011,3,16.0,29.0
LV,NYJ,2011,3,34.0,24.0
IND,PIT,2011,3,20.0,23.0
CIN,SF,2011,3,8.0,13.0
DAL,WAS,2011,3,18.0,16.0
SEA,ATL,2011,4,28.0,30.0
CIN,BUF,2011,4,23.0,20.0
CHI,CAR,2011,4,34.0,29.0
GB,DEN,2011,4,49.0,23.0
DAL,DET,2011,4,30.0,34.0
TB,IND,2011,4,24.0,17.0
LAC,MIA,2011,4,26.0,16.0
KC,MIN,2011,4,22.0,17.0
LV,NE,2011,4,19.0,31.0
JAX,NO,2011,4,10.0,23.0
ARI,NYG,2011,4,27.0,31.0
BAL,NYJ,2011,4,34.0,17.0
HOU,PIT,2011,4,17.0,10.0
PHI,SF,2011,4,23.0,24.0
CLE,TEN,2011,4,13.0,31.0
LA,WAS,2011,4,10.0,17.0
MIN,ARI,2011,5,34.0,10.0
DET,CHI,2011,5,24.0,13.0
JAX,CIN,2011,5,20.0,30.0
ATL,GB,2011,5,14.0,25.0
IND,KC,2011,5,24.0,28.0
CAR,NO,2011,5,27.0,30.0
NE,NYJ,2011,5,30.0,21.0
HOU,LV,2011,5,20.0,25.0
BUF,PHI,2011,5,31.0,24.0
DEN,LAC,2011,5,24.0,29.0
NYG,SEA,2011,5,25.0,36.0
SF,TB,2011,5,48.0,3.0
PIT,TEN,2011,5,38.0,17.0
NYG,BUF,2011,6,27.0,24.0
ATL,CAR,2011,6,31.0,17.0
LV,CLE,2011,6,24.0,17.0
NE,DAL,2011,6,20.0,16.0
BAL,HOU,2011,6,29.0,14.0
CIN,IND,2011,6,27.0,17.0
PIT,JAX,2011,6,17.0,13.0
NYJ,MIA,2011,6,24.0,6.0
CHI,MIN,2011,6,39.0,10.0
TB,NO,2011,6,26.0,20.0
WAS,PHI,2011,6,13.0,20.0
DET,SF,2011,6,19.0,25.0
GB,LA,2011,6,24.0,3.0
DET,ATL,2011,7,16.0,23.0
JAX,BAL,2011,7,12.0,7.0
TB,CHI,2011,7,18.0,24.0
MIA,DEN,2011,7,15.0,18.0
MIN,GB,2011,7,27.0,33.0
TEN,HOU,2011,7,7.0,41.0
NO,IND,2011,7,62.0,7.0
LV,KC,2011,7,0.0,28.0
ARI,PIT,2011,7,20.0,32.0
NYJ,LAC,2011,7,27.0,21.0
CLE,SEA,2011,7,6.0,3.0
DAL,LA,2011,7,34.0,7.0
CAR,WAS,2011,7,33.0,20.0
BAL,ARI,2011,8,30.0,27.0
SEA,CIN,2011,8,12.0,34.0
SF,CLE,2011,8,20.0,10.0
PHI,DAL,2011,8,34.0,7.0
DEN,DET,2011,8,10.0,45.0
TEN,IND,2011,8,27.0,10.0
HOU,JAX,2011,8,24.0,14.0
NYG,MIA,2011,8,20.0,17.0
CAR,MIN,2011,8,21.0,24.0
PIT,NE,2011,8,25.0,17.0
LA,NO,2011,8,31.0,21.0
KC,LAC,2011,8,23.0,20.0
BUF,WAS,2011,8,23.0,0.0
IND,ATL,2011,9,7.0,31.0
PIT,BAL,2011,9,20.0,23.0
PHI,CHI,2011,9,24.0,30.0
TEN,CIN,2011,9,17.0,24.0
HOU,CLE,2011,9,30.0,12.0
LV,DEN,2011,9,24.0,38.0
LAC,GB,2011,9,38.0,45.0
KC,MIA,2011,9,3.0,31.0
NE,NYG,2011,9,20.0,24.0
BUF,NYJ,2011,9,11.0,27.0
DAL,SEA,2011,9,23.0,13.0
WAS,SF,2011,9,11.0,19.0
ARI,LA,2011,9,19.0,13.0
NO,TB,2011,9,27.0,16.0
PHI,ARI,2011,10,17.0,21.0
SEA,BAL,2011,10,22.0,17.0
DAL,BUF,2011,10,44.0,7.0
KC,DEN,2011,10,10.0,17.0
CHI,DET,2011,10,37.0,13.0
TB,HOU,2011,10,9.0,37.0
IND,JAX,2011,10,3.0,17.0
GB,MIN,2011,10,45.0,7.0
NYJ,NE,2011,10,16.0,37.0
ATL,NO,2011,10,23.0,26.0
SF,NYG,2011,10,27.0,20.0
LAC,LV,2011,10,17.0,24.0
CIN,PIT,2011,10,17.0,24.0
CLE,LA,2011,10,12.0,13.0
CAR,TEN,2011,10,3.0,30.0
MIA,WAS,2011,10,20.0,9.0
SF,ARI,2011,11,23.0,7.0
MIA,BUF,2011,11,35.0,8.0
DET,CAR,2011,11,49.0,35.0
BAL,CIN,2011,11,31.0,24.0
WAS,DAL,2011,11,24.0,27.0
CLE,JAX,2011,11,14.0,10.0
NE,KC,2011,11,34.0,3.0
DEN,NYJ,2011,11,17.0,13.0
MIN,LV,2011,11,21.0,27.0
NYG,PHI,2011,11,10.0,17.0
CHI,LAC,2011,11,31.0,20.0
LA,SEA,2011,11,7.0,24.0
GB,TB,2011,11,35.0,26.0
ATL,TEN,2011,11,23.0,17.0
LA,ARI,2011,12,20.0,23.0
NYJ,BUF,2011,12,28.0,24.0
IND,CAR,2011,12,19.0,27.0
LV,CHI,2011,12,25.0,20.0
CIN,CLE,2011,12,23.0,20.0
LAC,DEN,2011,12,13.0,16.0
DET,GB,2011,12,15.0,27.0
JAX,HOU,2011,12,13.0,20.0
DAL,MIA,2011,12,20.0,19.0
ATL,MIN,2011,12,24.0,14.0
PHI,NE,2011,12,20.0,38.0
NO,NYG,2011,12,49.0,24.0
KC,PIT,2011,12,9.0,13.0
BAL,SF,2011,12,16.0,6.0
TEN,TB,2011,12,23.0,17.0
SEA,WAS,2011,12,17.0,23.0
HOU,ATL,2011,13,17.0,10.0
CLE,BAL,2011,13,10.0,24.0
TB,CAR,2011,13,19.0,38.0
PIT,CIN,2011,13,35.0,7.0
ARI,DAL,2011,13,19.0,13.0
MIN,DEN,2011,13,32.0,35.0
NO,DET,2011,13,31.0,17.0
NYG,GB,2011,13,35.0,38.0
NE,IND,2011,13,31.0,24.0
CHI,KC,2011,13,3.0,10.0
WAS,NYJ,2011,13,19.0,34.0
MIA,LV,2011,13,34.0,14.0
SEA,PHI,2011,13,31.0,14.0
JAX,LAC,2011,13,14.0,38.0
SF,LA,2011,13,26.0,0.0
BUF,TEN,2011,13,17.0,23.0
CAR,ATL,2011,14,23.0,31.0
LAC,BUF,2011,14,37.0,10.0
DEN,CHI,2011,14,13.0,10.0
PIT,CLE,2011,14,14.0,3.0
CIN,HOU,2011,14,19.0,20.0
BAL,IND,2011,14,24.0,10.0
NYJ,KC,2011,14,37.0,10.0
DET,MIN,2011,14,34.0,28.0
WAS,NE,2011,14,27.0,34.0
TEN,NO,2011,14,17.0,22.0
DAL,NYG,2011,14,34.0,37.0
GB,LV,2011,14,46.0,16.0
MIA,PHI,2011,14,10.0,26.0
ARI,SF,2011,14,21.0,19.0
SEA,LA,2011,14,30.0,13.0
JAX,TB,2011,14,41.0,14.0
LAC,BAL,2011,15,34.0,14.0
HOU,CAR,2011,15,13.0,28.0
LA,CIN,2011,15,13.0,20.0
ARI,CLE,2011,15,20.0,17.0
TB,DAL,2011,15,15.0,31.0
LV,DET,2011,15,27.0,28.0
KC,GB,2011,15,19.0,14.0
ATL,JAX,2011,15,41.0,14.0
BUF,MIA,2011,15,23.0,30.0
DEN,NE,2011,15,23.0,41.0
MIN,NO,2011,15,20.0,42.0
PHI,NYJ,2011,15,45.0,19.0
SF,PIT,2011,15,20.0,3.0
CHI,SEA,2011,15,14.0,38.0
IND,TEN,2011,15,27.0,13.0
NYG,WAS,2011,15,10.0,23.0
CIN,ARI,2011,16,23.0,16.0
NO,ATL,2011,16,45.0,16.0
GB,CHI,2011,16,35.0,21.0
BAL,CLE,2011,16,20.0,14.0
BUF,DEN,2011,16,40.0,14.0
IND,HOU,2011,16,19.0,16.0
TEN,JAX,2011,16,23.0,17.0
NE,MIA,2011,16,27.0,24.0
WAS,MIN,2011,16,26.0,33.0
NYJ,NYG,2011,16,14.0,29.0
KC,LV,2011,16,13.0,16.0
DAL,PHI,2011,16,7.0,20.0
DET,LAC,2011,16,38.0,10.0
SEA,SF,2011,16,17.0,19.0
PIT,LA,2011,16,27.0,0.0
CAR,TB,2011,16,48.0,16.0
CIN,BAL,2011,17,16.0,24.0
NE,BUF,2011,17,49.0,21.0
NO,CAR,2011,17,45.0,17.0
MIN,CHI,2011,17,13.0,17.0
NYG,DAL,2011,17,31.0,14.0
GB,DET,2011,17,45.0,41.0
JAX,IND,2011,17,19.0,13.0
DEN,KC,2011,17,3.0,7.0
MIA,NYJ,2011,17,19.0,17.0
CLE,PIT,2011,17,9.0,13.0
LV,LAC,2011,17,26.0,38.0
ARI,SEA,2011,17,23.0,20.0
LA,SF,2011,17,27.0,34.0
ATL,TB,2011,17,45.0,24.0
HOU,TEN,2011,17,22.0,23.0
PHI,WAS,2011,17,34.0,10.0
NYG,ATL,2011,18,24.0,2.0
HOU,CIN,2011,18,31.0,10.0
NO,DET,2011,18,45.0,28.0
DEN,PIT,2011,18,29.0,23.0
NE,DEN,2011,19,45.0,10.0
BAL,HOU,2011,19,20.0,13.0
SF,NO,2011,19,36.0,32.0
GB,NYG,2011,19,20.0,37.0
NE,BAL,2011,20,23.0,20.0
SF,NYG,2011,20,17.0,20.0
NE,NYG,2011,21,17.0,21.0
KC,ATL,2012,1,24.0,40.0
NYJ,BUF,2012,1,48.0,28.0
TB,CAR,2012,1,16.0,10.0
BAL,CIN,2012,1,44.0,13.0
NYG,DAL,2012,1,17.0,24.0
CHI,IND,2012,1,41.0,21.0
MIN,JAX,2012,1,26.0,23.0
HOU,MIA,2012,1,30.0,10.0
TEN,NE,2012,1,13.0,34.0
CLE,PHI,2012,1,16.0,17.0
DEN,PIT,2012,1,31.0,19.0
LV,LAC,2012,1,14.0,22.0
ARI,SEA,2012,1,20.0,16.0
GB,SF,2012,1,22.0,30.0
DET,LA,2012,1,27.0,23.0
NO,WAS,2012,1,32.0,40.0
NE,ARI,2012,2,18.0,20.0
PHI,BAL,2012,2,24.0,23.0
GB,CHI,2012,2,23.0,10.0
CIN,CLE,2012,2,34.0,27.0
SEA,DAL,2012,2,27.0,7.0
ATL,DEN,2012,2,27.0,21.0
SF,DET,2012,2,27.0,19.0
JAX,HOU,2012,2,7.0,27.0
BUF,KC,2012,2,35.0,17.0
IND,MIN,2012,2,23.0,20.0
CAR,NO,2012,2,35.0,27.0
PIT,NYJ,2012,2,27.0,10.0
MIA,LV,2012,2,35.0,13.0
NYG,TB,2012,2,41.0,34.0
LAC,TEN,2012,2,38.0,10.0
LA,WAS,2012,2,31.0,28.0
LAC,ATL,2012,3,3.0,27.0
CLE,BUF,2012,3,14.0,24.0
WAS,CIN,2012,3,31.0,38.0
TEN,DET,2012,3,44.0,41.0
SEA,GB,2012,3,14.0,12.0
DEN,HOU,2012,3,25.0,31.0
IND,JAX,2012,3,17.0,22.0
NO,KC,2012,3,24.0,27.0
BAL,NE,2012,3,31.0,30.0
CAR,NYG,2012,3,7.0,36.0
MIA,NYJ,2012,3,20.0,23.0
ARI,PHI,2012,3,27.0,6.0
LV,PIT,2012,3,34.0,31.0
MIN,SF,2012,3,24.0,13.0
CHI,LA,2012,3,23.0,6.0
DAL,TB,2012,3,16.0,10.0
ATL,CAR,2012,4,30.0,28.0
DAL,CHI,2012,4,18.0,34.0
JAX,CIN,2012,4,10.0,27.0
BAL,CLE,2012,4,23.0,16.0
ARI,MIA,2012,4,24.0,21.0
DET,MIN,2012,4,13.0,20.0
BUF,NE,2012,4,28.0,52.0
GB,NO,2012,4,28.0,27.0
PHI,NYG,2012,4,19.0,17.0
DEN,LV,2012,4,37.0,6.0
KC,LAC,2012,4,20.0,37.0
LA,SEA,2012,4,19.0,13.0
NYJ,SF,2012,4,0.0,34.0
HOU,TEN,2012,4,38.0,14.0
TB,WAS,2012,4,22.0,24.0
LA,ARI,2012,5,17.0,3.0
WAS,ATL,2012,5,17.0,24.0
KC,BAL,2012,5,6.0,9.0
SF,BUF,2012,5,45.0,3.0
JAX,CHI,2012,5,3.0,41.0
NYG,CLE,2012,5,41.0,27.0
NE,DEN,2012,5,31.0,21.0
IND,GB,2012,5,30.0,27.0
NYJ,HOU,2012,5,17.0,23.0
CIN,MIA,2012,5,13.0,17.0
PIT,PHI,2012,5,16.0,14.0
NO,LAC,2012,5,31.0,24.0
CAR,SEA,2012,5,12.0,16.0
MIN,TEN,2012,5,30.0,7.0
ARI,BUF,2012,6,16.0,19.0
CLE,CIN,2012,6,34.0,24.0
BAL,DAL,2012,6,31.0,29.0
LAC,DEN,2012,6,24.0,35.0
PHI,DET,2012,6,23.0,26.0
HOU,GB,2012,6,24.0,42.0
NYJ,IND,2012,6,35.0,9.0
TB,KC,2012,6,38.0,10.0
WAS,MIN,2012,6,38.0,26.0
SEA,NE,2012,6,24.0,23.0
SF,NYG,2012,6,3.0,26.0
ATL,LV,2012,6,23.0,20.0
TEN,PIT,2012,6,26.0,23.0
MIA,LA,2012,6,17.0,14.0
MIN,ARI,2012,7,21.0,14.0
HOU,BAL,2012,7,43.0,13.0
IND,CLE,2012,7,17.0,13.0
CAR,DAL,2012,7,14.0,19.0
CHI,DET,2012,7,13.0,7.0
LA,GB,2012,7,20.0,30.0
LV,JAX,2012,7,26.0,23.0
TB,NO,2012,7,28.0,35.0
NE,NYJ,2012,7,29.0,26.0
CIN,PIT,2012,7,17.0,24.0
SF,SEA,2012,7,13.0,6.0
BUF,TEN,2012,7,34.0,35.0
NYG,WAS,2012,7,27.0,23.0
PHI,ATL,2012,8,17.0,30.0
CHI,CAR,2012,8,23.0,22.0
TEN,IND,2012,8,13.0,19.0
GB,JAX,2012,8,24.0,15.0
NYJ,MIA,2012,8,9.0,30.0
LA,NE,2012,8,7.0,45.0
DEN,NO,2012,8,34.0,14.0
DAL,NYG,2012,8,24.0,29.0
KC,LV,2012,8,16.0,26.0
CLE,LAC,2012,8,7.0,6.0
DET,SEA,2012,8,28.0,24.0
ARI,SF,2012,8,3.0,24.0
MIN,TB,2012,8,17.0,36.0
PIT,WAS,2012,8,27.0,12.0
GB,ARI,2012,9,31.0,17.0
CLE,BAL,2012,9,15.0,25.0
HOU,BUF,2012,9,21.0,9.0
WAS,CAR,2012,9,13.0,21.0
TEN,CHI,2012,9,20.0,51.0
ATL,DAL,2012,9,19.0,13.0
CIN,DEN,2012,9,23.0,31.0
JAX,DET,2012,9,14.0,31.0
LAC,KC,2012,9,31.0,13.0
IND,MIA,2012,9,23.0,20.0
SEA,MIN,2012,9,30.0,20.0
NO,PHI,2012,9,28.0,13.0
NYG,PIT,2012,9,20.0,24.0
LV,TB,2012,9,32.0,42.0
NO,ATL,2012,10,31.0,27.0
NE,BUF,2012,10,37.0,31.0
PHI,DAL,2012,10,23.0,38.0
CAR,DEN,2012,10,14.0,36.0
MIN,DET,2012,10,34.0,24.0
CHI,HOU,2012,10,6.0,13.0
JAX,IND,2012,10,10.0,27.0
PIT,KC,2012,10,16.0,13.0
CIN,NYG,2012,10,31.0,13.0
SEA,NYJ,2012,10,28.0,7.0
BAL,LV,2012,10,55.0,20.0
TB,LAC,2012,10,34.0,24.0
SF,LA,2012,10,24.0,24.0
MIA,TEN,2012,10,3.0,37.0
ATL,ARI,2012,11,23.0,19.0
PIT,BAL,2012,11,10.0,13.0
SF,CHI,2012,11,32.0,7.0
KC,CIN,2012,11,6.0,28.0
DAL,CLE,2012,11,23.0,20.0
DET,GB,2012,11,20.0,24.0
NE,IND,2012,11,59.0,24.0
HOU,JAX,2012,11,43.0,37.0
BUF,MIA,2012,11,19.0,14.0
LV,NO,2012,11,17.0,38.0
LA,NYJ,2012,11,13.0,27.0
WAS,PHI,2012,11,31.0,6.0
DEN,LAC,2012,11,30.0,23.0
CAR,TB,2012,11,21.0,27.0
TB,ATL,2012,12,23.0,24.0
LAC,BAL,2012,12,13.0,16.0
IND,BUF,2012,12,20.0,13.0
PHI,CAR,2012,12,22.0,30.0
KC,DEN,2012,12,9.0,17.0
NYG,GB,2012,12,38.0,10.0
DET,HOU,2012,12,31.0,34.0
CHI,MIN,2012,12,28.0,10.0
NYJ,NE,2012,12,19.0,49.0
CIN,LV,2012,12,34.0,10.0
CLE,PIT,2012,12,20.0,14.0
MIA,SEA,2012,12,24.0,21.0
NO,SF,2012,12,21.0,31.0
ARI,LA,2012,12,17.0,31.0
JAX,TEN,2012,12,24.0,19.0
DAL,WAS,2012,12,31.0,38.0
NYJ,ARI,2012,13,7.0,6.0
KC,CAR,2012,13,27.0,21.0
LAC,CIN,2012,13,13.0,20.0
LV,CLE,2012,13,17.0,20.0
TEN,HOU,2012,13,10.0,24.0
DET,IND,2012,13,33.0,35.0
BUF,JAX,2012,13,34.0,18.0
GB,MIN,2012,13,23.0,14.0
MIA,NE,2012,13,16.0,23.0
ATL,NO,2012,13,23.0,13.0
WAS,NYG,2012,13,17.0,16.0
DAL,PHI,2012,13,38.0,33.0
BAL,PIT,2012,13,20.0,23.0
CHI,SEA,2012,13,17.0,23.0
LA,SF,2012,13,16.0,13.0
DEN,TB,2012,13,31.0,23.0
SEA,ARI,2012,14,58.0,0.0
CAR,ATL,2012,14,30.0,20.0
WAS,BAL,2012,14,31.0,28.0
MIN,CHI,2012,14,21.0,14.0
CIN,DAL,2012,14,19.0,20.0
LV,DEN,2012,14,13.0,26.0
GB,DET,2012,14,27.0,20.0
NE,HOU,2012,14,42.0,14.0
CLE,KC,2012,14,30.0,7.0
SF,MIA,2012,14,27.0,13.0
NYG,NO,2012,14,52.0,27.0
JAX,NYJ,2012,14,10.0,17.0
TB,PHI,2012,14,21.0,23.0
PIT,LAC,2012,14,24.0,34.0
BUF,LA,2012,14,12.0,15.0
IND,TEN,2012,14,27.0,23.0
LAC,CAR,2012,15,7.0,31.0
PHI,CIN,2012,15,13.0,34.0
BAL,DEN,2012,15,17.0,34.0
ARI,DET,2012,15,38.0,10.0
CHI,GB,2012,15,13.0,21.0
HOU,IND,2012,15,29.0,17.0
MIA,JAX,2012,15,24.0,3.0
LV,KC,2012,15,15.0,0.0
LA,MIN,2012,15,22.0,36.0
ATL,NYG,2012,15,34.0,0.0
TEN,NYJ,2012,15,14.0,10.0
DAL,PIT,2012,15,27.0,24.0
BUF,SEA,2012,15,17.0,50.0
NE,SF,2012,15,34.0,41.0
NO,TB,2012,15,41.0,0.0
CLE,WAS,2012,15,21.0,38.0
DET,ATL,2012,16,18.0,31.0
MIA,BUF,2012,16,24.0,10.0
ARI,CHI,2012,16,13.0,28.0
PIT,CIN,2012,16,10.0,13.0
DEN,CLE,2012,16,34.0,12.0
KC,IND,2012,16,13.0,20.0
HOU,MIN,2012,16,6.0,23.0
JAX,NE,2012,16,16.0,23.0
DAL,NO,2012,16,31.0,34.0
BAL,NYG,2012,16,33.0,14.0
