home_team,away_team,year,week,total_home_score,total_away_score,game_date
SEA,ARI,2002,2,13.0,24.0,2002-09-15
MIN,BUF,2002,2,39.0,45.0,2002-09-15
ATL,CHI,2002,2,13.0,14.0,2002-09-15
CLE,CIN,2002,2,20.0,7.0,2002-09-15
SF,DEN,2002,2,14.0,24.0,2002-09-15
CAR,DET,2002,2,31.0,7.0,2002-09-15
NO,GB,2002,2,35.0,20.0,2002-09-15
LAC,HOU,2002,2,24.0,3.0,2002-09-15
KC,JAX,2002,2,16.0,23.0,2002-09-15
IND,MIA,2002,2,13.0,21.0,2002-09-15
NYJ,NE,2002,2,7.0,44.0,2002-09-15
LA,NYG,2002,2,21.0,26.0,2002-09-15
PIT,LV,2002,2,17.0,30.0,2002-09-15
WAS,PHI,2002,2,7.0,37.0,2002-09-16
BAL,TB,2002,2,0.0,25.0,2002-09-15
DAL,TEN,2002,2,21.0,13.0,2002-09-15
DEN,BUF,2002,3,28.0,23.0,2002-09-22
MIN,CAR,2002,3,14.0,21.0,2002-09-22
ATL,CIN,2002,3,30.0,3.0,2002-09-22
TEN,CLE,2002,3,28.0,31.0,2002-09-22
PHI,DAL,2002,3,44.0,13.0,2002-09-22
DET,GB,2002,3,31.0,37.0,2002-09-22
HOU,IND,2002,3,3.0,23.0,2002-09-22
NE,KC,2002,3,41.0,38.0,2002-09-22
CHI,NO,2002,3,23.0,29.0,2002-09-22
MIA,NYJ,2002,3,30.0,3.0,2002-09-22
ARI,LAC,2002,3,15.0,23.0,2002-09-22
NYG,SEA,2002,3,9.0,6.0,2002-09-22
TB,LA,2002,3,26.0,14.0,2002-09-23
SF,WAS,2002,3,20.0,10.0,2002-09-22
GB,CAR,2002,4,17.0,14.0,2002-09-29
BUF,CHI,2002,4,33.0,27.0,2002-09-29
PIT,CLE,2002,4,16.0,13.0,2002-09-29
LA,DAL,2002,4,10.0,13.0,2002-09-29
BAL,DEN,2002,4,34.0,23.0,2002-09-30
PHI,HOU,2002,4,35.0,17.0,2002-09-29
KC,MIA,2002,4,48.0,30.0,2002-09-29
SEA,MIN,2002,4,48.0,23.0,2002-09-29
LAC,NE,2002,4,21.0,14.0,2002-09-29
DET,NO,2002,4,26.0,21.0,2002-09-29
ARI,NYG,2002,4,21.0,7.0,2002-09-29
JAX,NYJ,2002,4,28.0,3.0,2002-09-29
CIN,TB,2002,4,7.0,35.0,2002-09-29
LV,TEN,2002,4,52.0,25.0,2002-09-29
CAR,ARI,2002,5,13.0,16.0,2002-10-06
CLE,BAL,2002,5,21.0,26.0,2002-10-06
IND,CIN,2002,5,28.0,21.0,2002-10-06
CHI,GB,2002,5,21.0,34.0,2002-10-07
NYJ,KC,2002,5,25.0,29.0,2002-10-06
MIA,NE,2002,5,26.0,13.0,2002-10-06
DAL,NYG,2002,5,17.0,21.0,2002-10-06
BUF,LV,2002,5,31.0,49.0,2002-10-06
JAX,PHI,2002,5,28.0,25.0,2002-10-06
NO,PIT,2002,5,32.0,29.0,2002-10-06
DEN,LAC,2002,5,26.0,9.0,2002-10-06
SF,LA,2002,5,37.0,13.0,2002-10-06
ATL,TB,2002,5,6.0,20.0,2002-10-06
TEN,WAS,2002,5,14.0,31.0,2002-10-06
NYG,ATL,2002,6,10.0,17.0,2002-10-13
IND,BAL,2002,6,22.0,20.0,2002-10-13
HOU,BUF,2002,6,24.0,31.0,2002-10-13
DAL,CAR,2002,6,14.0,13.0,2002-10-13
TB,CLE,2002,6,17.0,3.0,2002-10-13
MIN,DET,2002,6,31.0,24.0,2002-10-13
NE,GB,2002,6,10.0,28.0,2002-10-13
TEN,JAX,2002,6,23.0,14.0,2002-10-13
LAC,KC,2002,6,35.0,34.0,2002-10-13
DEN,MIA,2002,6,22.0,24.0,2002-10-13
WAS,NO,2002,6,27.0,43.0,2002-10-13
LA,LV,2002,6,28.0,13.0,2002-10-13
CIN,PIT,2002,6,7.0,34.0,2002-10-13
SEA,SF,2002,6,21.0,28.0,2002-10-14
MIA,BUF,2002,7,10.0,23.0,2002-10-20
ATL,CAR,2002,7,30.0,0.0,2002-10-20
DET,CHI,2002,7,23.0,20.0,2002-10-20
ARI,DAL,2002,7,9.0,6.0,2002-10-20
KC,DEN,2002,7,34.0,37.0,2002-10-20
CLE,HOU,2002,7,34.0,17.0,2002-10-20
PIT,IND,2002,7,28.0,10.0,2002-10-21
BAL,JAX,2002,7,17.0,10.0,2002-10-20
NYJ,MIN,2002,7,20.0,7.0,2002-10-20
LV,LAC,2002,7,21.0,27.0,2002-10-20
LA,SEA,2002,7,37.0,20.0,2002-10-20
NO,SF,2002,7,35.0,27.0,2002-10-20
PHI,TB,2002,7,20.0,10.0,2002-10-20
GB,WAS,2002,7,30.0,9.0,2002-10-20
SF,ARI,2002,8,38.0,28.0,2002-10-27
NO,ATL,2002,8,35.0,37.0,2002-10-27
MIN,CHI,2002,8,25.0,7.0,2002-10-27
NYJ,CLE,2002,8,21.0,24.0,2002-10-27
NE,DEN,2002,8,16.0,24.0,2002-10-27
BUF,DET,2002,8,24.0,17.0,2002-10-27
JAX,HOU,2002,8,19.0,21.0,2002-10-27
WAS,IND,2002,8,26.0,21.0,2002-10-27
PHI,NYG,2002,8,17.0,3.0,2002-10-28
KC,LV,2002,8,20.0,10.0,2002-10-27
BAL,PIT,2002,8,18.0,31.0,2002-10-27
DAL,SEA,2002,8,14.0,17.0,2002-10-27
CAR,TB,2002,8,9.0,12.0,2002-10-27
CIN,TEN,2002,8,24.0,30.0,2002-10-27
ATL,BAL,2002,9,20.0,17.0,2002-11-03
HOU,CIN,2002,9,3.0,38.0,2002-11-03
DET,DAL,2002,9,9.0,7.0,2002-11-03
NYG,JAX,2002,9,24.0,17.0,2002-11-03
GB,MIA,2002,9,24.0,10.0,2002-11-04
TB,MIN,2002,9,38.0,24.0,2002-11-03
BUF,NE,2002,9,7.0,38.0,2002-11-03
LAC,NYJ,2002,9,13.0,44.0,2002-11-03
CHI,PHI,2002,9,13.0,19.0,2002-11-03
CLE,PIT,2002,9,20.0,23.0,2002-11-03
LV,SF,2002,9,20.0,23.0,2002-11-03
ARI,LA,2002,9,14.0,27.0,2002-11-03
IND,TEN,2002,9,15.0,23.0,2002-11-03
SEA,WAS,2002,9,3.0,14.0,2002-11-03
PIT,ATL,2002,10,34.0,34.0,2002-11-10
BAL,CIN,2002,10,38.0,27.0,2002-11-10
GB,DET,2002,10,40.0,14.0,2002-11-10
TEN,HOU,2002,10,17.0,10.0,2002-11-10
PHI,IND,2002,10,13.0,35.0,2002-11-10
SF,KC,2002,10,17.0,13.0,2002-11-10
NYJ,MIA,2002,10,13.0,10.0,2002-11-10
CHI,NE,2002,10,30.0,33.0,2002-11-10
CAR,NO,2002,10,24.0,34.0,2002-11-10
MIN,NYG,2002,10,20.0,27.0,2002-11-10
DEN,LV,2002,10,10.0,34.0,2002-11-11
LA,LAC,2002,10,28.0,24.0,2002-11-10
ARI,SEA,2002,10,6.0,27.0,2002-11-10
JAX,WAS,2002,10,26.0,7.0,2002-11-10
PHI,ARI,2002,11,38.0,14.0,2002-11-17
MIA,BAL,2002,11,26.0,7.0,2002-11-17
KC,BUF,2002,11,17.0,16.0,2002-11-17
TB,CAR,2002,11,23.0,10.0,2002-11-17
LA,CHI,2002,11,21.0,16.0,2002-11-18
CIN,CLE,2002,11,20.0,27.0,2002-11-17
IND,DAL,2002,11,20.0,3.0,2002-11-17
SEA,DEN,2002,11,9.0,31.0,2002-11-17
MIN,GB,2002,11,31.0,21.0,2002-11-17
HOU,JAX,2002,11,21.0,24.0,2002-11-17
LV,NE,2002,11,27.0,20.0,2002-11-17
ATL,NO,2002,11,24.0,17.0,2002-11-17
DET,NYJ,2002,11,14.0,31.0,2002-11-17
TEN,PIT,2002,11,31.0,23.0,2002-11-17
LAC,SF,2002,11,20.0,17.0,2002-11-17
NYG,WAS,2002,11,19.0,17.0,2002-11-17
CAR,ATL,2002,12,0.0,41.0,2002-11-24
NYJ,BUF,2002,12,31.0,13.0,2002-11-24
PIT,CIN,2002,12,29.0,21.0,2002-11-24
NO,CLE,2002,12,15.0,24.0,2002-11-24
CHI,DET,2002,12,20.0,17.0,2002-11-24
TB,GB,2002,12,21.0,7.0,2002-11-24
DEN,IND,2002,12,20.0,23.0,2002-11-24
DAL,JAX,2002,12,21.0,19.0,2002-11-24
SEA,KC,2002,12,39.0,32.0,2002-11-24
NE,MIN,2002,12,24.0,17.0,2002-11-24
HOU,NYG,2002,12,16.0,14.0,2002-11-24
ARI,LV,2002,12,20.0,41.0,2002-11-24
SF,PHI,2002,12,17.0,38.0,2002-11-25
MIA,LAC,2002,12,30.0,3.0,2002-11-24
WAS,LA,2002,12,20.0,17.0,2002-11-24
BAL,TEN,2002,12,13.0,12.0,2002-11-24
KC,ARI,2002,13,49.0,0.0,2002-12-01
MIN,ATL,2002,13,24.0,30.0,2002-12-01
CIN,BAL,2002,13,23.0,27.0,2002-12-01
CLE,CAR,2002,13,6.0,13.0,2002-12-01
GB,CHI,2002,13,30.0,20.0,2002-12-01
LAC,DEN,2002,13,30.0,27.0,2002-12-01
IND,HOU,2002,13,19.0,3.0,2002-12-01
BUF,MIA,2002,13,38.0,21.0,2002-12-01
DET,NE,2002,13,12.0,20.0,2002-11-28
LV,NYJ,2002,13,26.0,20.0,2002-12-02
JAX,PIT,2002,13,23.0,25.0,2002-12-01
SF,SEA,2002,13,31.0,24.0,2002-12-01
PHI,LA,2002,13,10.0,3.0,2002-12-01
NO,TB,2002,13,23.0,20.0,2002-12-01
NYG,TEN,2002,13,29.0,32.0,2002-12-01
DAL,WAS,2002,13,27.0,20.0,2002-11-28
TB,ATL,2002,14,34.0,10.0,2002-12-08
NE,BUF,2002,14,27.0,17.0,2002-12-08
MIA,CHI,2002,14,27.0,9.0,2002-12-09
CAR,CIN,2002,14,52.0,31.0,2002-12-08
JAX,CLE,2002,14,20.0,21.0,2002-12-08
NYJ,DEN,2002,14,19.0,13.0,2002-12-08
ARI,DET,2002,14,23.0,20.0,2002-12-08
PIT,HOU,2002,14,6.0,24.0,2002-12-08
TEN,IND,2002,14,27.0,17.0,2002-12-08
GB,MIN,2002,14,26.0,22.0,2002-12-08
BAL,NO,2002,14,25.0,37.0,2002-12-08
WAS,NYG,2002,14,21.0,27.0,2002-12-08
LAC,LV,2002,14,7.0,27.0,2002-12-08
SEA,PHI,2002,14,20.0,27.0,2002-12-08
DAL,SF,2002,14,27.0,31.0,2002-12-08
KC,LA,2002,14,49.0,10.0,2002-12-08
LA,ARI,2002,15,30.0,28.0,2002-12-15
HOU,BAL,2002,15,19.0,23.0,2002-12-15
PIT,CAR,2002,15,30.0,14.0,2002-12-15
NYG,DAL,2002,15,37.0,7.0,2002-12-15
SF,GB,2002,15,14.0,20.0,2002-12-15
CLE,IND,2002,15,23.0,28.0,2002-12-15
CIN,JAX,2002,15,15.0,29.0,2002-12-15
DEN,KC,2002,15,31.0,24.0,2002-12-15
NO,MIN,2002,15,31.0,32.0,2002-12-15
TEN,NE,2002,15,24.0,7.0,2002-12-16
CHI,NYJ,2002,15,20.0,13.0,2002-12-15
MIA,LV,2002,15,23.0,17.0,2002-12-15
BUF,LAC,2002,15,20.0,13.0,2002-12-15
ATL,SEA,2002,15,24.0,30.0,2002-12-15
DET,TB,2002,15,20.0,23.0,2002-12-15
PHI,WAS,2002,15,34.0,21.0,2002-12-15
GB,BUF,2002,16,10.0,0.0,2002-12-22
CAR,CHI,2002,16,24.0,14.0,2002-12-22
BAL,CLE,2002,16,13.0,14.0,2002-12-22
LV,DEN,2002,16,28.0,16.0,2002-12-22
ATL,DET,2002,16,36.0,15.0,2002-12-22
WAS,HOU,2002,16,26.0,10.0,2002-12-22
MIN,MIA,2002,16,20.0,17.0,2002-12-21
CIN,NO,2002,16,20.0,13.0,2002-12-22
IND,NYG,2002,16,27.0,44.0,2002-12-22
NE,NYJ,2002,16,17.0,30.0,2002-12-22
DAL,PHI,2002,16,3.0,27.0,2002-12-21
TB,PIT,2002,16,7.0,17.0,2002-12-23
KC,LAC,2002,16,24.0,22.0,2002-12-22
ARI,SF,2002,16,14.0,17.0,2002-12-21
SEA,LA,2002,16,30.0,10.0,2002-12-22
JAX,TEN,2002,16,10.0,28.0,2002-12-22
WAS,ARI,2002,17,20.0,17.0,2002-01-06
LA,ATL,2002,17,31.0,13.0,2002-01-06
MIA,BUF,2002,17,34.0,7.0,2002-01-06
TEN,CIN,2002,17,21.0,23.0,2002-01-06
PIT,CLE,2002,17,28.0,7.0,2002-01-06
DET,DAL,2002,17,15.0,10.0,2002-01-06
IND,DEN,2002,17,29.0,10.0,2002-01-06
NYG,GB,2002,17,25.0,34.0,2002-01-06
CHI,JAX,2002,17,33.0,13.0,2002-01-06
SEA,KC,2002,17,21.0,18.0,2002-01-06
BAL,MIN,2002,17,19.0,3.0,2002-01-07
CAR,NE,2002,17,6.0,38.0,2002-01-06
LV,NYJ,2002,17,22.0,24.0,2002-01-06
TB,PHI,2002,17,13.0,17.0,2002-01-06
NO,SF,2002,17,0.0,38.0,2002-01-06
DEN,ARI,2002,17,37.0,7.0,2002-12-29
CLE,ATL,2002,17,24.0,16.0,2002-12-29
PIT,BAL,2002,17,34.0,31.0,2002-12-29
NO,CAR,2002,17,6.0,10.0,2002-12-29
BUF,CIN,2002,17,27.0,9.0,2002-12-29
WAS,DAL,2002,17,20.0,14.0,2002-12-29
NYJ,GB,2002,17,42.0,17.0,2002-12-29
IND,JAX,2002,17,20.0,13.0,2002-12-29
LV,KC,2002,17,24.0,0.0,2002-12-28
NE,MIA,2002,17,27.0,24.0,2002-12-29
DET,MIN,2002,17,36.0,38.0,2002-12-29
NYG,PHI,2002,17,10.0,7.0,2002-12-28
LAC,SEA,2002,17,28.0,31.0,2002-12-29
LA,SF,2002,17,31.0,20.0,2002-12-30
CHI,TB,2002,17,0.0,15.0,2002-12-29
HOU,TEN,2002,17,3.0,13.0,2002-12-29
MIA,BAL,2002,18,3.0,20.0,2002-01-13
LV,NYJ,2002,18,38.0,24.0,2002-01-12
GB,SF,2002,18,25.0,15.0,2002-01-13
PHI,TB,2002,18,31.0,9.0,2002-01-12
PIT,BAL,2002,19,27.0,10.0,2002-01-20
LA,GB,2002,19,45.0,17.0,2002-01-20
NE,LV,2002,19,16.0,13.0,2002-01-19
CHI,PHI,2002,19,19.0,33.0,2002-01-19
PIT,NE,2002,20,17.0,24.0,2002-01-27
LA,PHI,2002,20,29.0,24.0,2002-01-27
NE,LA,2002,21,20.0,17.0,2002-02-03
DET,ARI,2003,1,42.0,24.0,2003-09-07
DAL,ATL,2003,1,13.0,27.0,2003-09-07
PIT,BAL,2003,1,34.0,15.0,2003-09-07
SF,CHI,2003,1,49.0,7.0,2003-09-07
CIN,DEN,2003,1,10.0,30.0,2003-09-07
MIA,HOU,2003,1,20.0,21.0,2003-09-07
CLE,IND,2003,1,6.0,9.0,2003-09-07
CAR,JAX,2003,1,24.0,23.0,2003-09-07
GB,MIN,2003,1,25.0,30.0,2003-09-07
BUF,NE,2003,1,31.0,0.0,2003-09-07
SEA,NO,2003,1,27.0,10.0,2003-09-07
WAS,NYJ,2003,1,16.0,13.0,2003-09-04
TEN,LV,2003,1,25.0,20.0,2003-09-07
KC,LAC,2003,1,27.0,14.0,2003-09-07
NYG,LA,2003,1,23.0,13.0,2003-09-07
PHI,TB,2003,1,0.0,17.0,2003-09-08
JAX,BUF,2003,2,17.0,38.0,2003-09-14
TB,CAR,2003,2,9.0,12.0,2003-09-14
MIN,CHI,2003,2,24.0,13.0,2003-09-14
LV,CIN,2003,2,23.0,20.0,2003-09-14
BAL,CLE,2003,2,33.0,13.0,2003-09-14
NYG,DAL,2003,2,32.0,35.0,2003-09-15
LAC,DEN,2003,2,13.0,37.0,2003-09-14
GB,DET,2003,2,31.0,6.0,2003-09-14
NO,HOU,2003,2,31.0,10.0,2003-09-14
NYJ,MIA,2003,2,10.0,21.0,2003-09-14
PHI,NE,2003,2,10.0,31.0,2003-09-14
KC,PIT,2003,2,41.0,20.0,2003-09-14
ARI,SEA,2003,2,0.0,38.0,2003-09-14
LA,SF,2003,2,27.0,24.0,2003-09-14
IND,TEN,2003,2,33.0,7.0,2003-09-14
ATL,WAS,2003,2,31.0,33.0,2003-09-14
LAC,BAL,2003,3,10.0,24.0,2003-09-21
MIA,BUF,2003,3,17.0,7.0,2003-09-21
SF,CLE,2003,3,12.0,13.0,2003-09-21
ARI,GB,2003,3,20.0,13.0,2003-09-21
IND,JAX,2003,3,23.0,13.0,2003-09-21
HOU,KC,2003,3,14.0,42.0,2003-09-21
DET,MIN,2003,3,13.0,23.0,2003-09-21
TEN,NO,2003,3,27.0,12.0,2003-09-21
WAS,NYG,2003,3,21.0,24.0,2003-09-21
NE,NYJ,2003,3,23.0,16.0,2003-09-21
DEN,LV,2003,3,31.0,10.0,2003-09-22
CIN,PIT,2003,3,10.0,17.0,2003-09-21
SEA,LA,2003,3,24.0,23.0,2003-09-21
ATL,TB,2003,3,10.0,31.0,2003-09-21
LA,ARI,2003,4,37.0,13.0,2003-09-28
CAR,ATL,2003,4,23.0,3.0,2003-09-28
CLE,CIN,2003,4,14.0,21.0,2003-09-28
NYJ,DAL,2003,4,6.0,17.0,2003-09-28
DEN,DET,2003,4,20.0,16.0,2003-09-28
CHI,GB,2003,4,23.0,38.0,2003-09-29
NO,IND,2003,4,21.0,55.0,2003-09-28
HOU,JAX,2003,4,24.0,20.0,2003-09-28
BAL,KC,2003,4,10.0,17.0,2003-09-28
WAS,NE,2003,4,20.0,17.0,2003-09-28
BUF,PHI,2003,4,13.0,23.0,2003-09-28
LV,LAC,2003,4,34.0,31.0,2003-09-28
MIN,SF,2003,4,35.0,7.0,2003-09-28
PIT,TEN,2003,4,13.0,30.0,2003-09-28
DAL,ARI,2003,5,24.0,7.0,2003-10-05
BUF,CIN,2003,5,22.0,16.0,2003-10-05
PIT,CLE,2003,5,13.0,33.0,2003-10-05
KC,DEN,2003,5,24.0,23.0,2003-10-05
SF,DET,2003,5,24.0,17.0,2003-10-05
TB,IND,2003,5,35.0,38.0,2003-10-06
NYG,MIA,2003,5,10.0,23.0,2003-10-05
ATL,MIN,2003,5,26.0,39.0,2003-10-05
CAR,NO,2003,5,19.0,13.0,2003-10-05
CHI,LV,2003,5,24.0,21.0,2003-10-05
JAX,LAC,2003,5,27.0,21.0,2003-10-05
GB,SEA,2003,5,35.0,13.0,2003-10-05
NE,TEN,2003,5,38.0,30.0,2003-10-05
PHI,WAS,2003,5,27.0,25.0,2003-10-05
LA,ATL,2003,6,36.0,0.0,2003-10-13
ARI,BAL,2003,6,18.0,26.0,2003-10-12
NYJ,BUF,2003,6,30.0,3.0,2003-10-12
IND,CAR,2003,6,20.0,23.0,2003-10-12
NO,CHI,2003,6,20.0,13.0,2003-10-12
TEN,HOU,2003,6,38.0,17.0,2003-10-12
GB,KC,2003,6,34.0,40.0,2003-10-12
JAX,MIA,2003,6,10.0,24.0,2003-10-12
NE,NYG,2003,6,17.0,6.0,2003-10-12
CLE,LV,2003,6,13.0,7.0,2003-10-12
DAL,PHI,2003,6,23.0,21.0,2003-10-12
DEN,PIT,2003,6,17.0,14.0,2003-10-12
SEA,SF,2003,6,20.0,19.0,2003-10-12
WAS,TB,2003,6,13.0,35.0,2003-10-12
CIN,BAL,2003,7,34.0,26.0,2003-10-19
SEA,CHI,2003,7,24.0,17.0,2003-10-19
DET,DAL,2003,7,7.0,38.0,2003-10-19
MIN,DEN,2003,7,28.0,20.0,2003-10-19
LA,GB,2003,7,34.0,24.0,2003-10-19
LV,KC,2003,7,10.0,17.0,2003-10-20
MIA,NE,2003,7,13.0,19.0,2003-10-19
ATL,NO,2003,7,17.0,45.0,2003-10-19
HOU,NYJ,2003,7,14.0,19.0,2003-10-19
NYG,PHI,2003,7,10.0,14.0,2003-10-19
CLE,LAC,2003,7,20.0,26.0,2003-10-19
SF,TB,2003,7,24.0,7.0,2003-10-19
CAR,TEN,2003,7,17.0,37.0,2003-10-19
BUF,WAS,2003,7,24.0,7.0,2003-10-19
KC,BUF,2003,8,38.0,5.0,2003-10-26
NO,CAR,2003,8,20.0,23.0,2003-10-26
NE,CLE,2003,8,9.0,3.0,2003-10-26
TB,DAL,2003,8,16.0,0.0,2003-10-26
BAL,DEN,2003,8,26.0,6.0,2003-10-26
CHI,DET,2003,8,24.0,16.0,2003-10-26
IND,HOU,2003,8,30.0,21.0,2003-10-26
LAC,MIA,2003,8,10.0,26.0,2003-10-27
MIN,NYG,2003,8,17.0,29.0,2003-10-26
PHI,NYJ,2003,8,24.0,17.0,2003-10-26
CIN,SEA,2003,8,27.0,24.0,2003-10-26
ARI,SF,2003,8,16.0,13.0,2003-10-26
PIT,LA,2003,8,21.0,33.0,2003-10-26
JAX,TEN,2003,8,17.0,30.0,2003-10-26
HOU,CAR,2003,9,14.0,10.0,2003-11-02
ARI,CIN,2003,9,17.0,14.0,2003-11-02
MIN,GB,2003,9,27.0,30.0,2003-11-02
MIA,IND,2003,9,17.0,23.0,2003-11-02
BAL,JAX,2003,9,24.0,17.0,2003-11-02
DEN,NE,2003,9,26.0,30.0,2003-11-03
TB,NO,2003,9,14.0,17.0,2003-11-02
NYJ,NYG,2003,9,28.0,31.0,2003-11-02
DET,LV,2003,9,23.0,13.0,2003-11-02
ATL,PHI,2003,9,16.0,23.0,2003-11-02
SEA,PIT,2003,9,23.0,16.0,2003-11-02
CHI,LAC,2003,9,20.0,7.0,2003-11-02
SF,LA,2003,9,30.0,10.0,2003-11-02
DAL,WAS,2003,9,21.0,14.0,2003-11-02
PIT,ARI,2003,10,28.0,15.0,2003-11-09
NYG,ATL,2003,10,7.0,27.0,2003-11-09
LA,BAL,2003,10,33.0,22.0,2003-11-09
DAL,BUF,2003,10,10.0,6.0,2003-11-09
DET,CHI,2003,10,12.0,10.0,2003-11-09
KC,CLE,2003,10,41.0,20.0,2003-11-09
CIN,HOU,2003,10,34.0,27.0,2003-11-09
JAX,IND,2003,10,28.0,23.0,2003-11-09
TEN,MIA,2003,10,31.0,7.0,2003-11-09
LAC,MIN,2003,10,42.0,28.0,2003-11-09
LV,NYJ,2003,10,24.0,27.0,2003-11-09
GB,PHI,2003,10,14.0,17.0,2003-11-10
WAS,SEA,2003,10,27.0,20.0,2003-11-09
CAR,TB,2003,10,27.0,24.0,2003-11-09
CLE,ARI,2003,11,44.0,6.0,2003-11-16
NO,ATL,2003,11,23.0,20.0,2003-11-16
MIA,BAL,2003,11,9.0,6.0,2003-11-16
NE,DAL,2003,11,12.0,0.0,2003-11-16
SEA,DET,2003,11,35.0,14.0,2003-11-16
TB,GB,2003,11,13.0,20.0,2003-11-16
BUF,HOU,2003,11,10.0,12.0,2003-11-16
TEN,JAX,2003,11,10.0,3.0,2003-11-16
CIN,KC,2003,11,24.0,19.0,2003-11-16
LV,MIN,2003,11,28.0,18.0,2003-11-16
PHI,NYG,2003,11,28.0,10.0,2003-11-16
IND,NYJ,2003,11,38.0,31.0,2003-11-16
SF,PIT,2003,11,30.0,14.0,2003-11-17
DEN,LAC,2003,11,37.0,8.0,2003-11-16
CHI,LA,2003,11,21.0,23.0,2003-11-16
CAR,WAS,2003,11,20.0,17.0,2003-11-16
DAL,CAR,2003,12,24.0,20.0,2003-11-23
DEN,CHI,2003,12,10.0,19.0,2003-11-23
LAC,CIN,2003,12,27.0,34.0,2003-11-23
MIN,DET,2003,12,24.0,14.0,2003-11-23
BUF,IND,2003,12,14.0,17.0,2003-11-23
NYJ,JAX,2003,12,13.0,10.0,2003-11-23
HOU,NE,2003,12,20.0,23.0,2003-11-23
PHI,NO,2003,12,33.0,20.0,2003-11-23
TB,NYG,2003,12,19.0,13.0,2003-11-24
KC,LV,2003,12,27.0,24.0,2003-11-23
CLE,PIT,2003,12,6.0,13.0,2003-11-23
BAL,SEA,2003,12,44.0,41.0,2003-11-23
GB,SF,2003,12,20.0,10.0,2003-11-23
ARI,LA,2003,12,27.0,30.0,2003-11-23
ATL,TEN,2003,12,31.0,38.0,2003-11-23
MIA,WAS,2003,12,24.0,23.0,2003-11-23
CHI,ARI,2003,13,28.0,3.0,2003-11-30
HOU,ATL,2003,13,17.0,13.0,2003-11-30
NYG,BUF,2003,13,7.0,24.0,2003-11-30
PIT,CIN,2003,13,20.0,24.0,2003-11-30
SEA,CLE,2003,13,34.0,7.0,2003-11-30
LV,DEN,2003,13,8.0,22.0,2003-11-30
DET,GB,2003,13,22.0,14.0,2003-11-27
LAC,KC,2003,13,24.0,28.0,2003-11-30
DAL,MIA,2003,13,21.0,40.0,2003-11-27
LA,MIN,2003,13,48.0,17.0,2003-11-30
IND,NE,2003,13,34.0,38.0,2003-11-30
WAS,NO,2003,13,20.0,24.0,2003-11-30
CAR,PHI,2003,13,16.0,25.0,2003-11-30
BAL,SF,2003,13,44.0,6.0,2003-11-30
JAX,TB,2003,13,17.0,10.0,2003-11-30
NYJ,TEN,2003,13,24.0,17.0,2003-12-01
SF,ARI,2003,14,50.0,14.0,2003-12-07
ATL,CAR,2003,14,20.0,14.0,2003-12-07
GB,CHI,2003,14,34.0,21.0,2003-12-07
BAL,CIN,2003,14,31.0,13.0,2003-12-07
PHI,DAL,2003,14,36.0,10.0,2003-12-07
JAX,HOU,2003,14,27.0,0.0,2003-12-07
TEN,IND,2003,14,27.0,29.0,2003-12-07
DEN,KC,2003,14,45.0,27.0,2003-12-07
NE,MIA,2003,14,12.0,0.0,2003-12-07
BUF,NYJ,2003,14,17.0,6.0,2003-12-07
PIT,LV,2003,14,27.0,7.0,2003-12-07
DET,LAC,2003,14,7.0,14.0,2003-12-07
MIN,SEA,2003,14,34.0,7.0,2003-12-07
CLE,LA,2003,14,20.0,26.0,2003-12-08
NO,TB,2003,14,7.0,14.0,2003-12-07
NYG,WAS,2003,14,7.0,20.0,2003-12-07
IND,ATL,2003,15,38.0,7.0,2003-12-14
LV,BAL,2003,15,20.0,12.0,2003-12-14
TEN,BUF,2003,15,28.0,26.0,2003-12-14
ARI,CAR,2003,15,17.0,20.0,2003-12-14
DEN,CLE,2003,15,23.0,20.0,2003-12-14
WAS,DAL,2003,15,0.0,27.0,2003-12-14
KC,DET,2003,15,45.0,17.0,2003-12-14
LAC,GB,2003,15,21.0,38.0,2003-12-14
TB,HOU,2003,15,16.0,3.0,2003-12-14
NE,JAX,2003,15,27.0,13.0,2003-12-14
CHI,MIN,2003,15,13.0,10.0,2003-12-14
NO,NYG,2003,15,45.0,7.0,2003-12-14
MIA,PHI,2003,15,27.0,34.0,2003-12-15
NYJ,PIT,2003,15,6.0,0.0,2003-12-14
LA,SEA,2003,15,27.0,22.0,2003-12-14
CIN,SF,2003,15,41.0,38.0,2003-12-14
SEA,ARI,2003,16,28.0,10.0,2003-12-21
TB,ATL,2003,16,28.0,30.0,2003-12-20
CLE,BAL,2003,16,0.0,35.0,2003-12-21
LA,CIN,2003,16,27.0,10.0,2003-12-21
IND,DEN,2003,16,17.0,31.0,2003-12-21
CAR,DET,2003,16,20.0,14.0,2003-12-21
LV,GB,2003,16,7.0,41.0,2003-12-22
MIN,KC,2003,16,45.0,20.0,2003-12-20
BUF,MIA,2003,16,3.0,20.0,2003-12-21
NYJ,NE,2003,16,16.0,21.0,2003-12-20
JAX,NO,2003,16,20.0,19.0,2003-12-21
DAL,NYG,2003,16,19.0,3.0,2003-12-21
PIT,LAC,2003,16,40.0,24.0,2003-12-21
PHI,SF,2003,16,28.0,31.0,2003-12-21
HOU,TEN,2003,16,24.0,27.0,2003-12-21
CHI,WAS,2003,16,27.0,24.0,2003-12-21
NE,BUF,2003,17,31.0,0.0,2003-12-27
NYG,CAR,2003,17,24.0,37.0,2003-12-28
KC,CHI,2003,17,31.0,3.0,2003-12-28
